row,reason
"{'rotten_tomatoes_link': 'm/skoonheid', 'movie_title': 'Beauty (Skoonheid)', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Drama', 'directors': 'Oliver Hermanus', 'authors': 'Oliver Hermanus, Didier Costet', 'actors': 'Deon Lotz, Charlie Keegan, Michelle Scott, Albert Maritz, Roeline Daneel, Sue Diepeveen', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Unknown', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 84.0, 'tomatometer_count': 19.0, 'audience_status': 'Spilled', 'audience_rating': 59.0, 'audience_count': 276.0, 'tomatometer_top_critics_count': 4, 'tomatometer_fresh_critics_count': 16, 'tomatometer_rotten_critics_count': 3, 'ID_RT': 13385}",invalid or missing year
"{'rotten_tomatoes_link': 'm/social_animals_2018', 'movie_title': 'Social Animals', 'movie_info': 'The real and digital worlds of a Midwestern girl, a daredevil photographer and an aspiring swimsuit model are explored.', 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary', 'directors': 'Jonathan Ignatius Green', 'authors': 'Peter Garriott, Jonathan Ignatius Green, Carol Martori', 'actors': nan, 'original_release_date': nan, 'streaming_release_date': '2018-12-11', 'runtime': 86.0, 'production_company': 'Subconscious Films', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 88.0, 'tomatometer_count': 17.0, 'audience_status': 'Upright', 'audience_rating': 71.0, 'audience_count': 103.0, 'tomatometer_top_critics_count': 1, 'tomatometer_fresh_critics_count': 15, 'tomatometer_rotten_critics_count': 2, 'ID_RT': 13506}",duplicate title+year
"{'rotten_tomatoes_link': 'm/springsteen_on_broadway', 'movie_title': 'Springsteen on Broadway', 'movie_info': nan, 'critics_consensus': ""The Boss holds court with arresting charisma and storytelling skill in this one-man show, delivering a rollicking rumination on America's past, present, and future."", 'content_rating': 'NR', 'genres': 'Documentary, Musical & Performing Arts', 'directors': 'Thom Zimny', 'authors': 'Bruce Springsteen', 'actors': 'Bruce Springsteen, Patti Scialfa', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Certified-Fresh', 'tomatometer_rating': 96.0, 'tomatometer_count': 24.0, 'audience_status': 'Upright', 'audience_rating': 96.0, 'audience_count': 131.0, 'tomatometer_top_critics_count': 10, 'tomatometer_fresh_critics_count': 23, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 13733}",invalid or missing year
"{'rotten_tomatoes_link': 'm/steve_martin_and_martin_short_an_evening_you_will_forget_for_the_rest_of_your_life', 'movie_title': 'Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life', 'movie_info': nan, 'critics_consensus': 'Brimming with sidesplitting laughs and off the wall energy, Steve Martin And Martin Short: An Evening You Will Forget For the Rest of Your Life is a nostalgic celebration of two comedy legends.', 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Marcus Raboy', 'authors': 'Steve Martin, Martin Short', 'actors': 'Steve Martin, Martin Short', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 10.0, 'audience_status': 'Upright', 'audience_rating': 71.0, 'audience_count': 98.0, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 10, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 13883}",invalid or missing year
"{'rotten_tomatoes_link': 'm/still_here', 'movie_title': 'Still Here', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Drama, Mystery & Suspense', 'directors': 'Vladimir V. Feyer', 'authors': 'Vladimir V. Feyer, Peter Gutter', 'actors': 'Johnny Whitworth, Zazie Beetz, Afton Williamson, Maurice McRae, Jeremy S. Holm, Larry Pine, Jeremy Holm, Gia Crovatin, Danny Johnson, Justiin A. Davis, Justin A. Davis, Rupert Simonian, Leopold Manswell, Steven Hauck, Lou Martini Jr., Tibor Feldman, Lorrie Odom, Danielle Dallacco, Karen Chilton, Jared Kemp, Louiza Zouzias, Vanessa Simmons, Despina Mirou, Turron Kofi Alleyne, Taliyah Whitaker, Edward M. Kelahan, Valence Thomas, Kevin Anton, William Broderick, Jordan Maldonado, Troy Gochenour, Grace Young, Stephen Beasley, Antoinette Crough, D.K. Bowser, Jerome Brooks Jr., Johnny M. Faulkner, Chris Routhe, Peter Hart, Daralyn Jay, Desi Ivanova, Benjamin Horatio Garvis, Chansi Petzold, Baboucarr Camara, Tony Fiorentino, Dared Wright, Rit Weaver, Tomungi Adams, Ben Adducchio, Erol Akinpar, Larry Albert, Kamilla Aleksandrova, Sonny Alloway, Zita Andujar, Kofi Archer, Francisco Arizon, Shana Ashby, Chantel Augston, Marshall Axt, Lisa Bailey, Larry Dean Barris Jr., Danielle Baskerville, Karen Beckett, Malky Blips, Beth A. Borenzweig, Cory Boughton, Jack Brennan, Sean Brennan, Ryan Bromham, Nelson Brown, Keirsten Burros, Miriam Carrasquillo, Ramon Castillo, Shameem Chopra, Rosa Chrystle, Matt Coakley, Daryln Cochrane, Annette Collins, Barbara Collins, David Collins, Jillian Collins, Christopher Costello, Duron Crichlow, Ronald Crichlow, Kenneth Dancer, Melba Davis, Erubey de Anda, Giovan Delacruz, Vincent Dobson, Danielle Emina, Katima Emptage, Katimapretty Emptage, Carmen Falcon, Eugene Farley, Nyshon Ferrell, Darel Franklin, Ramces Gaston, Federico González, Jeaniene Green', 'original_release_date': '2020-08-28', 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Atelier 44', 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 2, 'tomatometer_rotten_critics_count': 5, 'ID_RT': 13896}",no rating
"{'rotten_tomatoes_link': 'm/summerland_2020_2', 'movie_title': 'Summerland', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Kurtis David Harder, Noah Kentis', 'authors': 'Chris Ball (IX), Dylan Griffiths, Kurtis David Harder, Noah Kentis', 'actors': 'Maddie Phillips, Rory J. Saper, Chris Ball (IX), Dylan Playfair, Noah Grossman', 'original_release_date': nan, 'streaming_release_date': '2020-09-14', 'runtime': nan, 'production_company': 'Superchill', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 88.0, 'tomatometer_count': 16.0, 'audience_status': 'Upright', 'audience_rating': 82.0, 'audience_count': 11.0, 'tomatometer_top_critics_count': 1, 'tomatometer_fresh_critics_count': 14, 'tomatometer_rotten_critics_count': 2, 'ID_RT': 14051}",duplicate title+year
"{'rotten_tomatoes_link': 'm/system_crasher', 'movie_title': 'System Crasher (Systemsprenger)', 'movie_info': nan, 'critics_consensus': ""While it may test viewers' patience, System Crasher is a thoughtful and compassionate portrait of one child's trauma and anger, featuring an enigmatic Helena Zengel in the lead role."", 'content_rating': 'NR', 'genres': 'Art House & International, Drama', 'directors': 'Nora Fingscheidt', 'authors': 'Nora Fingscheidt', 'actors': 'Helena Zengel, Albrecht Schuch, Gabriela Maria Schmeide, Lisa Hagmeister, Melanie Straub, Victoria Trauttmansdorff, Maryam Zaree, Tedros Teclebrhan', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 94.0, 'tomatometer_count': 35.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 7, 'tomatometer_fresh_critics_count': 33, 'tomatometer_rotten_critics_count': 2, 'ID_RT': 14192}",invalid or missing year
"{'rotten_tomatoes_link': 'm/tall_girl', 'movie_title': 'Tall Girl', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy, Drama', 'directors': 'Nzingha Stewart', 'authors': 'Sam Wolfson', 'actors': 'Ava Michelle, Griffin Gluck, Luke Eisner, Anjelika Washington, Sabrina Carpenter, Clara Wilsey, Paris Berelc, Rico Paris, Steve Zahn, Angela Kinsey', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 2, 'tomatometer_fresh_critics_count': 4, 'tomatometer_rotten_critics_count': 5, 'ID_RT': 14241}",invalid or missing year
"{'rotten_tomatoes_link': 'm/tenderness_of_the_wolves', 'movie_title': 'Die Zärtlichkeit der Wölfe (The Tenderness of Wolves)', 'movie_info': 'A gay serial killer murders boys and feeds them to his fellow cannibals.', 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Art House & International, Drama, Horror, Mystery & Suspense', 'directors': 'Ulli Lommel', 'authors': 'Kurt Raab', 'actors': 'Kurt Raab, Margit Carstensen, Rainer Werner Fassbinder, Heinrich Giskes, Rosel Zech, Irm Hermann, Brigitte Mira, Ingrid Caven, Peer Raben, Renate Grosser, Jürgen Prochnow, Peter Gauhe, Wolfgang Schenck, Jeff Roden, Rainer Hauer', 'original_release_date': '1973-07-12', 'streaming_release_date': '2017-11-14', 'runtime': 82.0, 'production_company': nan, 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 2, 'tomatometer_fresh_critics_count': 5, 'tomatometer_rotten_critics_count': 3, 'ID_RT': 14332}",no rating
"{'rotten_tomatoes_link': 'm/the-other-side-of-the-mirror-bob-dylan-newport-19631965', 'movie_title': 'The Other Side of the Mirror - Bob Dylan Newport 1963-1965', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary, Musical & Performing Arts', 'directors': 'Murray Lerner', 'authors': nan, 'actors': 'Bob Dylan, Joan Baez, Peter Paul And Mary, Johnny Cash, Pete  Seeger, Mike Bloomfield, Al Kooper, The Freedom Singers', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 6.0, 'audience_status': 'Upright', 'audience_rating': 96.0, 'audience_count': 436.0, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 6, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 14435}",invalid or missing year
"{'rotten_tomatoes_link': 'm/the_awakening_of_motti_wolkenbruch', 'movie_title': 'The Awakening of Motti Wolkenbruch (Wolkenbruchs wunderliche reise in die arme einer schickse)', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Art House & International, Comedy, Drama', 'directors': 'Michael Steiner', 'authors': nan, 'actors': 'Noémie Schmidt, Joel Basman, Sunnyi Melles, Lena Kalisch, Udo Samel, Rachel Braunschweig, Meytal Gal, Inge Maux, Anina Mutter, Andreas Pegler, Oriana Schrage, Michael Rutman, Aaron Arens, Philippe Graber, Shelley Kästner, Joey Zimmermann, Friederike Frerichs, Alexander Seibt, Kaspar Weiss, Kamil Krejci, Kay Kysela', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': 'Fresh', 'tomatometer_rating': 63.0, 'tomatometer_count': 8.0, 'audience_status': 'Spilled', 'audience_rating': 50.0, 'audience_count': 32.0, 'tomatometer_top_critics_count': 1, 'tomatometer_fresh_critics_count': 5, 'tomatometer_rotten_critics_count': 3, 'ID_RT': 14540}",invalid or missing year
"{'rotten_tomatoes_link': 'm/the_collector_2006', 'movie_title': 'The Collector', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary, Musical & Performing Arts, Special Interest', 'directors': nan, 'authors': nan, 'actors': nan, 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': 'Fresh', 'tomatometer_rating': 60.0, 'tomatometer_count': 5.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 4, 'tomatometer_fresh_critics_count': 3, 'tomatometer_rotten_critics_count': 2, 'ID_RT': 14734}",invalid or missing year
"{'rotten_tomatoes_link': 'm/the_cotton_club_encore', 'movie_title': 'The Cotton Club Encore', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Drama, Musical & Performing Arts', 'directors': 'Francis Ford Coppola', 'authors': 'Francis Ford Coppola, William Kennedy, Mario Puzo', 'actors': 'Richard Gere, Gregory Hines, Diane Lane, Lonette McKee, Bob Hoskins, James Remar, Maurice Hines, Laurence Fishburne, Nicolas Cage, Jennifer Grey, Tom Waits', 'original_release_date': '2019-10-11', 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Lionsgate', 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 7, 'tomatometer_fresh_critics_count': 8, 'tomatometer_rotten_critics_count': 3, 'ID_RT': 14762}",no rating
"{'rotten_tomatoes_link': 'm/the_curse_of_the_gothic_symphony', 'movie_title': 'The Curse Of The Gothic Symphony', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary, Musical & Performing Arts, Special Interest', 'directors': 'Randall Wood', 'authors': nan, 'actors': 'Havergal Brian, John Curro, Veronica Fury, Kimberley Pitt, Alison Rogers, Gary Thorpe', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'First Run Features', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 5.0, 'audience_status': 'Upright', 'audience_rating': 67.0, 'audience_count': 7.0, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 5, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 14781}",invalid or missing year
"{'rotten_tomatoes_link': 'm/the_fare', 'movie_title': 'The Fare', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Mystery & Suspense, Science Fiction & Fantasy', 'directors': 'D.C. Hamilton', 'authors': nan, 'actors': 'Brinna Kelly, Gino Anthony Pesi, Brinna Kelly, Jason Stuart, Jon Jacobs, Matt Fontana, J.K. Baker, Jeff Blum, Stephen Ji, David Midell, Debbie Mottinger, Neil Mottinger, Joshua D.W. Smith, Rob Starns', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 7.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 7, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 14925}",invalid or missing year
"{'rotten_tomatoes_link': 'm/the_influence_2019', 'movie_title': 'The Influence (La influencia)', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Horror', 'directors': 'Denis Rovira', 'authors': 'Michel Gaztambide, Ramsey Campbell, Denis Rovira', 'actors': 'Emma Suárez, Manuela Vellés, Maggie Civantos, Alain Hernández, Claudia Placer', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 0.0, 'tomatometer_count': 5.0, 'audience_status': 'Spilled', 'audience_rating': 26.0, 'audience_count': 43.0, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 0, 'tomatometer_rotten_critics_count': 5, 'ID_RT': 15227}",invalid or missing year
"{'rotten_tomatoes_link': 'm/the_legend_of_cocaine_island', 'movie_title': 'The Legend of Cocaine Island', 'movie_info': nan, 'critics_consensus': ""Rodney Hyden's quixotic quest for riches makes The Legend of Cocaine Island a mirthful adventure, although director Theo Love's stylistic flourishes are often counterproductive in conveying the inherent interest of this true story."", 'content_rating': 'NR', 'genres': 'Documentary', 'directors': 'Theo Love', 'authors': nan, 'actors': nan, 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 78.0, 'tomatometer_count': 18.0, 'audience_status': 'Upright', 'audience_rating': 65.0, 'audience_count': 136.0, 'tomatometer_top_critics_count': 5, 'tomatometer_fresh_critics_count': 14, 'tomatometer_rotten_critics_count': 4, 'ID_RT': 15361}",invalid or missing year
"{'rotten_tomatoes_link': 'm/the_legion', 'movie_title': 'The Legion', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'R', 'genres': 'Action & Adventure, Drama', 'directors': 'José Magán', 'authors': 'José Magán, Pedro Santamaría, Carmen Ballesteros', 'actors': 'Lee Partridge, Mickey Rourke, Bai Ling', 'original_release_date': '2020-05-08', 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Saban Films', 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 1, 'tomatometer_fresh_critics_count': 0, 'tomatometer_rotten_critics_count': 5, 'ID_RT': 15364}",no rating
"{'rotten_tomatoes_link': 'm/the_lonely_island_presents_the_unauthorized_bash_brothers_experience', 'movie_title': 'The Lonely Island Presents: The Unauthorized Bash Brothers Experience', 'movie_info': nan, 'critics_consensus': 'A visually striking, hilarious searing visual album, The Unauthorized Bash Brothers Experience is a home run.', 'content_rating': 'NR', 'genres': 'Comedy, Musical & Performing Arts, Sports & Fitness', 'directors': 'Mike Diva, Akiva Schaffer', 'authors': nan, 'actors': ""Andy Samberg, Akiva Schaffer, Jorma Taccone, Hannah Simone, Jenny Slate, Sterling K. Brown, Jim O'Heir, Maya Rudolph, Stephanie Beatriz, Alana Haim, Este Haim, Danielle Haim"", 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 12.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 4, 'tomatometer_fresh_critics_count': 12, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 15401}",invalid or missing year
"{'rotten_tomatoes_link': 'm/the_newspaperman_the_life_and_times_of_ben_bradlee', 'movie_title': 'The Newspaperman: The Life and Times of Ben Bradlee', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary', 'directors': 'John Maggio', 'authors': nan, 'actors': 'Bob Woodward, Carl Bernstein, Courtland Milloy, David Maraniss, David Remnick, Don Graham, George Vaillant, Henry Kissinger, Ben Bradlee Jr., Jim Hoagland, Jim Lehrer, Norman Lear, Richard Cohen, Robert Kaiser, Robert Redford, Sally Bedell Smith, Sally Quinn, Tina Brown, Tom Brokaw', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'HBO Documentary Films', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 94.0, 'tomatometer_count': 17.0, 'audience_status': 'Upright', 'audience_rating': 80.0, 'audience_count': 67.0, 'tomatometer_top_critics_count': 6, 'tomatometer_fresh_critics_count': 16, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 15519}",invalid or missing year
"{'rotten_tomatoes_link': 'm/the_night_sitter', 'movie_title': 'The Night Sitter', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy, Horror', 'directors': 'John Rocco, Abiel Bruhn', 'authors': 'John Rocco, Abiel Bruhn', 'actors': 'Elyse Dufour, Jack Champion, Jermaine Rivers, Amber Neukum, J. Benedict Larmore, Ben Barlow, Bailey Campbell, Deanna Meske, Joe Walz', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Roller Disco Massacre', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 78.0, 'tomatometer_count': 9.0, 'audience_status': 'Spilled', 'audience_rating': 58.0, 'audience_count': 39.0, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 7, 'tomatometer_rotten_critics_count': 2, 'ID_RT': 15527}",invalid or missing year
"{'rotten_tomatoes_link': 'm/the_quarry_2020', 'movie_title': 'The Quarry', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'R', 'genres': 'Mystery & Suspense', 'directors': 'Scott Teems', 'authors': 'Scott Teems, Andrew Brotzman', 'actors': 'Shea Whigham, Michael Shannon, Catalina Sandino Moreno, Bobby Soto, Bruno Bichir, Alvaro Martinez, Jimmy Gonzales, Abel Becerra, Anthony Reynolds, Rose Bianco', 'original_release_date': '2020-04-17', 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Lionsgate', 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 10, 'tomatometer_fresh_critics_count': 19, 'tomatometer_rotten_critics_count': 27, 'ID_RT': 15676}",no rating
"{'rotten_tomatoes_link': 'm/the_red_sea_diving_resort', 'movie_title': 'The Red Sea Diving Resort', 'movie_info': nan, 'critics_consensus': 'The Red Sea Diving Resort makes uninspired use of actual events, using thinly written characters to tell a story derailed by its own good intentions.', 'content_rating': 'NR', 'genres': 'Drama', 'directors': 'Gideon Raff', 'authors': 'Gideon Raff', 'actors': 'Chris Evans, Michael Kenneth Williams, Haley Bennett, Alessandro Nivola, Michiel Huisman, Chris Chalk, Greg Kinnear, Ben Kingsley, Alex Hassell, Mark Ivanir', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 29.0, 'tomatometer_count': 41.0, 'audience_status': 'Upright', 'audience_rating': 78.0, 'audience_count': 775.0, 'tomatometer_top_critics_count': 8, 'tomatometer_fresh_critics_count': 12, 'tomatometer_rotten_critics_count': 29, 'ID_RT': 15701}",invalid or missing year
"{'rotten_tomatoes_link': 'm/the_sharks', 'movie_title': 'The Sharks (Los tiburones)', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Drama', 'directors': 'Lucía Garibaldi', 'authors': 'Lucía Garibaldi', 'actors': 'Romina Bentancur, Federico Morosini, Fabián Arenillas, Valeria Lois, Antonella Aquistapache', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': 'Fresh', 'tomatometer_rating': 86.0, 'tomatometer_count': 21.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 18, 'tomatometer_rotten_critics_count': 3, 'ID_RT': 15798}",invalid or missing year
"{'rotten_tomatoes_link': 'm/the_son_2019', 'movie_title': 'The Son (El hijo)', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Drama, Mystery & Suspense', 'directors': 'Sebastian Schindel', 'authors': nan, 'actors': 'Joaquín Furriel, Martina Gusman, Luciano Cáceres, Heidi Toini, Regina Lamm', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 9, 'tomatometer_rotten_critics_count': 2, 'ID_RT': 15825}",invalid or missing year
"{'rotten_tomatoes_link': 'm/the_tunnel_2011', 'movie_title': 'The Tunnel', 'movie_info': 'A film crew learns of a government cover-up and investigates abandoned subway tunnels that are home to something sinister.', 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Horror, Mystery & Suspense', 'directors': 'Carlo Ledesma', 'authors': 'Julian Harvey, Enzo Tedeschi', 'actors': 'Bel Deliá, Andy Rodoreda, Steve Davis, Luke Arnold, Andy Rodorada, James Caitlin, Ben Maclaine, Goran D. Kleut, Peter McAllum, Rebecca Clay, Shannon Jones, Arianna Gusi, Arianna Gursi', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 90.0, 'production_company': 'House Lights Media', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 7.0, 'audience_status': 'Spilled', 'audience_rating': 50.0, 'audience_count': 712.0, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 7, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 15952}",invalid or missing year
"{'rotten_tomatoes_link': 'm/the_wipers_times', 'movie_title': 'The Wipers Times', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'PG-13', 'genres': 'Art House & International, Drama, Television', 'directors': 'Andy DeEmmony', 'authors': 'Ian Hislop', 'actors': ""Ben Chaplin, Julian Rhind-Tutt, Michael Palin, Ben Daniels, Emilia Fox, Steve Oram, Josh O'Connor, Jared Cook, Hugh Skinner"", 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'PBS Home Video', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 88.0, 'tomatometer_count': 8.0, 'audience_status': 'Upright', 'audience_rating': 81.0, 'audience_count': 62.0, 'tomatometer_top_critics_count': 5, 'tomatometer_fresh_critics_count': 7, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 16051}",invalid or missing year
"{'rotten_tomatoes_link': 'm/the_witch_subversion', 'movie_title': 'The Witch: Subversion (Manyeo)', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Action & Adventure, Mystery & Suspense', 'directors': 'Park Hoon-jung', 'authors': 'Park Hoon-jung', 'actors': 'Kim Da-mi, Cho Min-soo, Choi Woo-sik, Park Hee-soon, Kim Byung-ok, Choi Jung-Woo, Ko Min-shi, Oh Min-hee', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': 'Fresh', 'tomatometer_rating': 88.0, 'tomatometer_count': 17.0, 'audience_status': 'Upright', 'audience_rating': 87.0, 'audience_count': 162.0, 'tomatometer_top_critics_count': 1, 'tomatometer_fresh_critics_count': 15, 'tomatometer_rotten_critics_count': 2, 'ID_RT': 16054}",invalid or missing year
"{'rotten_tomatoes_link': 'm/theyre_inside', 'movie_title': ""They're Inside"", 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Horror', 'directors': 'John-Paul Panelli', 'authors': 'John-Paul Panelli, Schuyler Brumley', 'actors': 'Alex Rinehart, Amanda Kathleen Ward, Jake Ferree, Karli Hall, MacLeod Andrews, Matthew Peschio, Chelsea D. Miller, Sascha Ghafoor', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Epic Pictures', 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 1, 'tomatometer_rotten_critics_count': 5, 'ID_RT': 16128}",invalid or missing year
